     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       100,         1,        20,   0.353,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         0,        22,   0.350,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         1,        23,   0.352,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         1,        57,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         1,        46,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         1,        23,   0.000,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         2,       130,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1000,         4,       232,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         4,        36,   0.332,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1200,         7,       310,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      2400,        10,       585,   0.001,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      4400,        27,      1037,   0.002,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      6800,        33,      1591,   0.002,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      3000,        15,       691,   0.002,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     11600,        62,      2742,   0.005,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     20400,        94,      4784,   0.006,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     34000,       183,      8144,   0.008,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     34000,       184,      8366,   0.009,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     63200,       303,     15092,   0.019,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    104000,       539,     24949,   0.025,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    172000,       913,     41456,   0.042,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    240000,      1169,     57899,   0.063,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     40987,       240,      9852,   0.011,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         4,        58,   0.001,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         5,       131,   0.001,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1800,        12,       447,   0.001,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      5400,        43,      1265,   0.003,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     16200,       123,      3894,   0.006,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    366400,      1896,     88709,   0.087,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    289184,      1453,     69641,   0.067,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     48600,       404,     11755,   0.018,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     24300,       170,      5892,   0.009,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     48600,       378,     11674,   0.017,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    574400,      2994,    138290,   0.131,pymatching,95ad548952baee0ba51bf73218875706d839bc20baf3d7e1495e8dd1520e54c4,"{""d_final"":3,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    145800,      1090,     35301,   0.053,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     97200,       733,     23721,   0.035,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    194400,      1513,     46891,   0.072,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      4704,        41,      1141,   0.002,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         1,        46,   0.002,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         4,        40,   0.002,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         6,       142,   0.003,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1000,        11,       251,   0.003,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      2200,        18,       562,   0.004,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      4200,        55,      1061,   0.005,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      8600,        93,      2078,   0.009,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    291600,      2201,     70506,   0.102,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     17000,       185,      4140,   0.015,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     34200,       368,      8421,   0.030,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     34200,       379,      8306,   0.030,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     68200,       740,     16497,   0.057,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    432633,      3285,    104443,   0.136,pymatching,6b98c0cf09d8a05c24765f9b61a5d834c6aff08c1fdeec306f9deee8ad9ef301,"{""d_final"":5,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     63829,       708,     15508,   0.053,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    136600,      1479,     32940,   0.111,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         4,        54,   0.006,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         2,        49,   0.006,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         5,       128,   0.008,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1000,        21,       251,   0.009,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      2200,        26,       529,   0.012,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      4200,        59,      1038,   0.018,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    205000,      2259,     49473,   0.165,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      8600,       112,      2084,   0.030,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     17000,       225,      4119,   0.055,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     16900,       234,      4031,   0.055,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     34200,       456,      8426,   0.102,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    341400,      3873,     82976,   0.271,pymatching,188a7a1f5145ad93cd95ce69a807c32213bf82f228b6710aa558e7755cd61df2,"{""d_final"":9,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     68200,       873,     16410,   0.201,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    102000,      1364,     24527,   0.296,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         0,        31,   0.000,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         2,        51,   0.000,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         4,       149,   0.001,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1800,         7,       452,   0.001,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      5400,        26,      1287,   0.001,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     16200,        78,      3858,   0.004,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     48600,       249,     11733,   0.010,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     85400,      1161,     20497,   0.250,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    145800,       735,     35148,   0.029,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    145800,       732,     34684,   0.029,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    437400,      2237,    105729,   0.086,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    729000,      3683,    175691,   0.141,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      4550,        22,      1082,   0.001,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       266,         1,        65,   0.000,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
        88,         0,        19,   0.000,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       113,         1,        24,   0.000,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       100,         1,        18,   0.001,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       200,         2,        44,   0.001,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
       600,         3,       149,   0.001,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      1800,        16,       447,   0.001,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
      5400,        33,      1295,   0.002,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    439479,      2231,    106176,   0.087,pymatching,842b51630f8c2f05fb00263f2715f1d3f1c68b8fe46ebc0f025846be11fbd5c1,"{""d_final"":3,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     16200,       128,      3825,   0.006,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     16200,       115,      3876,   0.006,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     48600,       350,     11547,   0.016,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
     81000,       635,     19665,   0.026,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    170400,      2439,     40880,   0.499,pymatching,5356855554ec70a8c465ea0c429ff195bbb9bdb1678d3a3711a34f46d2a8ad29,"{""d_final"":17,""d_init"":3,""encoder"":""mine"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    178200,      1310,     42852,   0.055,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
    340200,      2458,     81642,   0.102,pymatching,e7f31f50b489ea58757f9ccb5e94c68d4cba3fc36e53f97afd1a51e5521ee40f,"{""d_final"":5,""d_init"":3,""encoder"":""local"",""p"":0.001,""p2"":0.005,""pm"":0.005,""psr"":2}",
